001.jpg,2016,1512,3,1168,1571,514,902,1
001.jpg,2016,1512,3,183,939,373,1278,1
002.jpg,2016,1512,3,70,938,288,1165,1
002.jpg,2016,1512,3,904,1468,820,1338,2
003.jpg,2016,1512,3,1113,1594,252,1239,2
003.jpg,2016,1512,3,31,996,326,1236,1
004.jpg,2016,1512,3,842,1146,394,723,1
004.jpg,2016,1512,3,1004,1323,906,1233,1
004.jpg,2016,1512,3,178,1068,381,1235,1
004.jpg,2016,1512,3,1184,1649,312,1281,2
005.jpg,2016,1512,3,1233,1760,288,1312,2
005.jpg,2016,1512,3,892,1218,380,718,1
005.jpg,2016,1512,3,1060,1418,918,1276,1
005.jpg,2016,1512,3,207,1142,367,1264,1
006.jpg,2016,1512,3,823,1152,372,728,1
006.jpg,2016,1512,3,1012,1351,897,1241,1
006.jpg,2016,1512,3,212,881,233,1444,1
006.jpg,2016,1512,3,1181,1707,285,1318,2
007.jpg,2016,1512,3,741,1023,476,764,1
007.jpg,2016,1512,3,809,1096,922,1226,1
007.jpg,2016,1512,3,194,791,352,1378,1
007.jpg,2016,1512,3,1026,1517,322,739,2
007.jpg,2016,1512,3,1112,1665,876,1381,2
008.jpg,2016,1512,3,968,1883,326,1209,2
008.jpg,2016,1512,3,734,1421,825,1357,2
008.jpg,2016,1512,3,707,1002,464,781,1
008.jpg,2016,1512,3,149,744,351,1383,1
009.jpg,2016,1512,3,401,1634,628,1062,2
010.jpg,2016,1512,3,228,1796,554,1080,2
011.jpg,2016,1512,3,351,1847,475,1076,2
1.jpg,2016,1512,3,686,1376,404,1183,2
10.jpg,2016,1512,3,244,1157,81,554,2
10.jpg,2016,1512,3,828,1241,512,1446,2
11.jpg,2016,1512,3,928,1368,575,1480,2
2.jpg,2016,1512,3,360,1618,678,1239,2
2.jpg,2016,1512,3,138,873,143,1360,1
3.jpg,2016,1512,3,263,923,238,1378,1
3.jpg,2016,1512,3,1028,1718,65,688,2
3.jpg,2016,1512,3,1026,1617,768,1362,2
4.jpg,2016,1512,3,1118,1818,80,688,2
4.jpg,2016,1512,3,1121,1749,765,1373,2
4.jpg,2016,1512,3,388,1012,262,1364,1
5.jpg,2016,1512,3,191,1655,265,775,2
5.jpg,2016,1512,3,260,1683,849,1343,2
6.jpg,2016,1512,3,441,1151,191,1489,1
7.jpg,2016,1512,3,425,1160,230,1491,1
8.jpg,2016,1512,3,581,1168,504,1118,1
9.jpg,2016,1512,3,233,1426,373,885,2
image001.jpg,2016,1512,3,363,1221,597,1230,2
image002.jpg,2016,1512,3,471,1013,768,1339,2
image003.jpg,2016,1512,3,152,580,199,1228,2
image004.jpg,2016,1512,3,291,696,265,1306,2
image005.jpg,2016,1512,3,176,780,465,923,2
image006.jpg,2016,1512,3,113,759,533,985,2
image007.jpg,2016,1512,3,292,1459,326,852,2
image008.jpg,2016,1512,3,315,1465,323,836,2
image008.jpg,2016,1512,3,315,670,762,1102,1
image009.jpg,2016,1512,3,184,542,715,1078,1
image009.jpg,2016,1512,3,351,936,170,1320,2
image010.jpg,2016,1512,3,1131,1578,415,872,1
image010.jpg,2016,1512,3,263,863,247,1341,2
image011.jpg,2016,1512,3,1118,1589,451,864,1
image011.jpg,2016,1512,3,83,881,293,1280,1
IMG_8016.jpg,2016,1512,3,504,1636,228,1252,2
IMG_8017.jpg,2016,1512,3,628,1451,159,1441,2
IMG_8018.jpg,2016,1512,3,584,1789,262,1299,2
IMG_8019.jpg,2016,1512,3,515,1628,215,1310,2
IMG_8020.jpg,2016,1512,3,765,1530,336,1146,2
IMG_8021.jpg,2016,1512,3,713,1513,244,1014,2
IMG_8022.jpg,2016,1512,3,733,1467,202,991,2
IMG_8023.jpg,2016,1512,3,920,1433,130,1409,2
IMG_8024.jpg,2016,1512,3,780,1346,114,1443,2
IMG_8025.jpg,2016,1512,3,860,1357,104,1406,2
IMG_8026.jpg,2016,1512,3,839,1481,30,1362,2
IMG_8027.jpg,2016,1512,3,586,1571,204,1175,1
IMG_8028.jpg,2016,1512,3,763,1715,435,1389,1
IMG_8029.jpg,2016,1512,3,717,1547,236,1057,1
IMG_8030.jpg,2016,1512,3,703,1641,356,1202,1
IMG_8031.jpg,2016,1512,3,578,1433,76,885,1
IMG_8034.jpg,2016,1512,3,544,1342,736,1506,1
IMG_8034.jpg,2016,1512,3,202,1223,110,999,2
IMG_8035.jpg,2016,1512,3,344,1378,73,749,2
IMG_8035.jpg,2016,1512,3,1183,1909,580,1330,1
IMG_8036.jpg,2016,1512,3,368,1025,217,870,1
IMG_8036.jpg,2016,1512,3,1155,1838,104,1199,2
IMG_8111.jpg,2016,1512,3,310,1360,643,1149,2
IMG_8112.jpg,2016,1512,3,310,1391,636,1196,2
IMG_8113.jpg,2016,1512,3,815,1341,415,964,2
IMG_8114.jpg,2016,1512,3,173,797,439,1167,2
IMG_8115.jpg,2016,1512,3,809,1320,214,801,2
IMG_8116.jpg,2016,1512,3,846,1367,396,965,2
IMG_8117.jpg,2016,1512,3,725,1260,359,925,2
IMG_8118.jpg,2016,1512,3,876,1241,149,835,2
IMG_8119.jpg,2016,1512,3,917,1276,483,1447,2
IMG_8120.jpg,2016,1512,3,939,1281,230,825,2
IMG_8121.jpg,2016,1512,3,915,1539,462,1017,2
IMG_8122.jpg,2016,1512,3,733,1641,567,1051,2
IMG_8123.jpg,2016,1512,3,962,1512,215,1360,2
IMG_8124.jpg,2016,1512,3,313,997,546,1023,2
IMG_8125.jpg,2016,1512,3,454,1081,581,985,2
IMG_8126.jpg,2016,1512,3,452,1460,630,968,2
IMG_8127.jpg,2016,1512,3,363,1301,689,1041,2
IMG_8128.jpg,2016,1512,3,307,1392,544,888,2
IMG_8129.jpg,2016,1512,3,352,1528,602,978,2
IMG_8130.jpg,2016,1512,3,480,1525,559,915,2
IMG_8131.jpg,2016,1512,3,231,1341,639,1117,2
IMG_8132.jpg,2016,1512,3,728,1286,528,1062,2
IMG_8133.jpg,2016,1512,3,873,1525,339,985,2
IMG_8134.jpg,2016,1512,3,813,1528,656,1364,2
IMG_8135.jpg,2016,1512,3,662,1330,580,1014,2
IMG_8136.jpg,2016,1512,3,773,1333,518,1110,2
IMG_8137.jpg,2016,1512,3,954,1641,630,1007,2
IMG_8138.jpg,2016,1512,3,581,1683,656,1023,2
IMG_8139.jpg,2016,1512,3,342,842,630,981,2
IMG_8140.jpg,2016,1512,3,904,1271,118,1210,2
IMG_8141.jpg,2016,1512,3,838,1210,101,1178,2
IMG_8142.jpg,2016,1512,3,862,1249,93,1262,2
IMG_8143.jpg,2016,1512,3,1041,1430,64,1238,2
IMG_8144.jpg,2016,1512,3,833,1226,175,1352,2
IMG_8145.jpg,2016,1512,3,1202,1588,188,1306,2
IMG_8146.jpg,2016,1512,3,1083,1467,768,1286,2
